tool,parm,ordinal,token,label
AB::RoofVentGenerator::3.0,filletshape2,2,crease,Crease
AB::RoofVentGenerator::3.0,filletshape2,3,chamfer,Chamfer
AB::RoofVentGenerator::3.0,filletshape2,4,round,Round
AB::SateliteDishGenerator::3.0,MaterialStyle,0,0,Principled
AB::SateliteDishGenerator::3.0,MaterialStyle,1,1,Unreal
AB::SateliteDishGenerator::3.0,MaterialStyle,2,2,Unity
AB::SignHighway::2.0,MaterialStyle,0,0,Principled
AB::SignHighway::2.0,MaterialStyle,1,1,Unreal
AB::SignHighway::2.0,MaterialStyle,2,2,Unity
AB::SignLibrary::1.0,SetFilter,0,Any,Any set
AB::SignLibrary::1.0,SetFilter,1,Highway_Signs_US,US Highway
AB::SignLibrary::1.0,SetFilter,2,Highway_Signs_International,Intl Highway
AB::SignLibrary::1.0,SetFilter,3,Symbol_Signs_Recreational,Recreational
AB::SignLibrary::1.0,SetFilter,4,Symbol_Signs_Transportation_01,Transportation 1
AB::SignLibrary::1.0,SetFilter,5,Symbol_Signs_Transportation_02,Transportation 2
AB::SignLibrary::1.0,SetFilter,6,International_Icons_Electronic_Labeling,Electronic
AB::SignLibrary::1.0,ShapeFilter,0,Any,Any
AB::SignLibrary::1.0,ShapeFilter,1,Rectangle,Rectangle
AB::SignLibrary::1.0,ShapeFilter,2,Circle,Circle
AB::SignLibrary::1.0,ShapeFilter,3,Ellipse,Ellipse
AB::SignLibrary::1.0,ShapeFilter,4,Diamond,Diamond
AB::SignLibrary::1.0,ShapeFilter,5,Triangle,Triangle
AB::SignLibrary::1.0,ShapeFilter,6,Octagon,Octagon
AB::SignLibrary::1.0,ShapeFilter,7,Traced,Traced
AB::SignLibrary::1.0,ShapeFilter,8,Pictogram,Pictogram
AB::SignLibrary::1.0,SizeClass,0,minimum,Minimum
AB::SignLibrary::1.0,SizeClass,1,conventional,Conventional road
AB::SignLibrary::1.0,SizeClass,2,expressway,Expressway
AB::SignLibrary::1.0,SizeClass,3,freeway,Freeway
AB::SignLibrary::1.0,SizeClass,4,oversized,Oversized
AB::SignPlate::1.0,Shape,0,Rectangle,Rectangle
AB::SignPlate::1.0,Shape,1,Circle,Circle
AB::SignPlate::1.0,Shape,2,Ellipse,Ellipse
AB::SignPlate::1.0,Shape,3,Diamond,Diamond
AB::SignPlate::1.0,Shape,4,Triangle,Triangle
AB::SignPlate::1.0,Shape,5,Octagon,Octagon
AB::SignPlate::1.0,Shape,6,Traced,Traced (cached profile)
AB::SimplePipe::2.0,main_shape,0,0,Round
AB::SimplePipe::2.0,main_shape,1,1,Square
AB::SingleBlockGenerator::2.0,MaterialStyle,0,0,Principled
AB::SingleBlockGenerator::2.0,MaterialStyle,1,1,Unreal
AB::SingleBlockGenerator::2.0,MaterialStyle,2,2,Unity
AB::SkylightGenerator::2.0,MaterialStyle,0,0,Principled
AB::SkylightGenerator::2.0,MaterialStyle,1,1,Unreal
AB::SkylightGenerator::2.0,MaterialStyle,2,2,Unity
AB::SkylightGenerator::2.0,work_mode,0,0,Process
AB::SkylightGenerator::2.0,work_mode,1,1,Output
AB::SkylightGenerator::2.0,filletshape,0,none,None
AB::SkylightGenerator::2.0,filletshape,1,solid,Solid
AB::SkylightGenerator::2.0,filletshape,2,crease,Crease
AB::SkylightGenerator::2.0,filletshape,3,chamfer,Chamfer
AB::SkylightGenerator::2.0,filletshape,4,round,Round
AB::SkylightGenerator::2.0,filletshape,5,profile,Profile
AB::SkyscraperGenerator::2.1,FT_BuildingStyle,0,0,Style 01
AB::SkyscraperGenerator::2.1,FT_BuildingStyle,1,1,Style 02
AB::SkyscraperGenerator::2.1,FT_BuildingStyle,2,2,Style 03
AB::SkyscraperGenerator::2.1,FT_BuildingStyle,3,3,Style 04
AB::SkyscraperGenerator::2.1,MaterialStyle,0,0,Principled
AB::SkyscraperGenerator::2.1,MaterialStyle,1,1,Unreal
AB::SkyscraperGenerator::2.1,MaterialStyle,2,2,Unity
AB::SkyscraperGenerator::2.1,UVStyleMenu,0, 0,Normal
AB::SkyscraperGenerator::2.1,UVStyleMenu,1,1,Unreal
AB::SkyscraperGenerator::2.1,UVStyleMenu,2,2,Unity
AB::SkyscraperGenerator::2.1,RoofStyle,0,0,Flat
AB::SkyscraperGenerator::2.1,RoofStyle,1,1,Multi-Extrude
AB::SkyscraperGenerator::2.1,RoofStyle,2,2,Barrel Vault
AB::SkyscraperGenerator::2.1,tapermode,0,linear,Linear
AB::SkyscraperGenerator::2.1,tapermode,1,smooth,Smooth
AB::SkyscraperGenerator::2.1,tapermode2,0,linear,Linear
AB::SkyscraperGenerator::2.1,tapermode2,1,smooth,Smooth
AB::SkyscraperGenerator::2.1,tapermode3,0,linear,Linear
AB::SkyscraperGenerator::2.1,tapermode3,1,smooth,Smooth
AB::SmallBridgeGenerator::1.0,offsetmode,0,fixeddist,Fixed Distance
AB::SmallBridgeGenerator::1.0,offsetmode,1,fixedwidth,Fixed Width
AB::SolarPanelGenerator::3.0,MaterialStyle,0,0,Principled
AB::SolarPanelGenerator::3.0,MaterialStyle,1,1,Unreal
AB::SolarPanelGenerator::3.0,MaterialStyle,2,2,Unity
AB::StairGenerator::1.0,stairType,0,0,Straight Single
AB::StairGenerator::1.0,stairType,1,1,Straight Multi
AB::StairGenerator::1.0,stairType,2,2,Spiral
AB::StairwayTops::3.0,MaterialStyle,0,0,Principled
AB::StairwayTops::3.0,MaterialStyle,1,1,Unreal
AB::StairwayTops::3.0,MaterialStyle,2,2,Unity
AB::StairwayTops::3.0,handle_side,0,0,Left
AB::StairwayTops::3.0,handle_side,1,1,Right
AB::StairwayTops::3.0,win_wall_choice,0,0,Left
AB::StairwayTops::3.0,win_wall_choice,1,1,Back
AB::StairwayTops::3.0,win_wall_choice,2,2,Right
AB::StreetLightGenerator::2.2,WorkMode,0,0,Processing
AB::StreetLightGenerator::2.2,WorkMode,1,1,Output
AB::StreetLightGenerator::2.2,MaterialStyle,0,0,Principled
AB::StreetLightGenerator::2.2,MaterialStyle,1,1,Unreal
AB::StreetLightGenerator::2.2,LightStyle,0,0,Traffic Light
AB::StreetLightGenerator::2.2,LightStyle,1,1,Street Light
AB::StreetLightGenerator::2.2,TrafficLightStyle,0,0,Style 01
AB::StreetLightGenerator::2.2,TrafficLightStyle,1,1,Style 02
AB::StreetLightGenerator::2.2,TrafficLightStyle,2,2,Style 03
AB::StreetLightGenerator::2.2,light_b_pole_shape2,0,0,Round
AB::StreetLightGenerator::2.2,light_b_pole_shape2,1,1,Square
AB::StreetLightGenerator::2.2,light_c_pole_shape,0,0,Round
AB::StreetLightGenerator::2.2,light_c_pole_shape,1,1,Square
AB::StreetLightGenerator::2.2,street_light_style,0,0,Street Light A
AB::StreetLightGenerator::2.2,street_light_style,1,1,Street Light B
AB::StreetLightGenerator::2.2,street_light_style,2,2,Street Light 3
AB::StreetLightGenerator::2.2,liight_stem_style,0,0,Round
AB::StreetLightGenerator::2.2,liight_stem_style,1,1,Square
AB::StreetLightGenerator::2.2,sign1_filletshape,0,none,None
AB::StreetLightGenerator::2.2,sign1_filletshape,1,solid,Solid
AB::StreetLightGenerator::2.2,sign1_filletshape,2,crease,Crease
AB::StreetLightGenerator::2.2,sign1_filletshape,3,chamfer,Chamfer
AB::StreetLightGenerator::2.2,sign1_filletshape,4,round,Round
AB::StreetLightGenerator::2.2,sign1_filletshape2,0,none,None
AB::StreetLightGenerator::2.2,sign1_filletshape2,1,solid,Solid
AB::StreetLightGenerator::2.2,sign1_filletshape2,2,crease,Crease
AB::StreetLightGenerator::2.2,sign1_filletshape2,3,chamfer,Chamfer
AB::StreetLightGenerator::2.2,sign1_filletshape2,4,round,Round
AB::StreetLightGenerator::2.2,sign1_filletshape3,0,none,None
AB::StreetLightGenerator::2.2,sign1_filletshape3,1,solid,Solid
AB::StreetLightGenerator::2.2,sign1_filletshape3,2,crease,Crease
AB::StreetLightGenerator::2.2,sign1_filletshape3,3,chamfer,Chamfer
AB::StreetLightGenerator::2.2,sign1_filletshape3,4,round,Round
AB::StreetSignGenerator::3.0,MaterialStyle,0,0,Principled
AB::StreetSignGenerator::3.0,MaterialStyle,1,1,Unreal
AB::StreetSignGenerator::3.0,MaterialStyle,2,2,USD
AB::StreetSignGenerator::3.0,DCCEngine,0,0,Unreal Engine
AB::StreetSignGenerator::3.0,DCCEngine,1,1,Unity
AB::StreetSignGenerator::3.0,DCCEngine,2,2,USD
AB::StreetSignGenerator::3.0,st_pole_shape,0,0,Round Pole
AB::StreetSignGenerator::3.0,st_pole_shape,1,1,Square Pole
AB::StreetSignGenerator::3.0,st_pole_shape,2,2,Square Pole Holes
AB::StreetSignGenerator::3.0,PrimarySet,0,Any,Any set
AB::StreetSignGenerator::3.0,PrimarySet,1,Highway_Signs_US,US Highway
AB::StreetSignGenerator::3.0,PrimarySet,2,Highway_Signs_International,Intl Highway
AB::StreetSignGenerator::3.0,PrimarySet,3,Symbol_Signs_Recreational,Recreational
AB::StreetSignGenerator::3.0,PrimarySet,4,Symbol_Signs_Transportation_01,Transportation 1
AB::StreetSignGenerator::3.0,PrimarySet,5,Symbol_Signs_Transportation_02,Transportation 2
AB::StreetSignGenerator::3.0,PrimarySet,6,International_Icons_Electronic_Labeling,Electronic
AB::StreetSignGenerator::3.0,PrimaryShape,0,Any,Any
AB::StreetSignGenerator::3.0,PrimaryShape,1,Rectangle,Rectangle
AB::StreetSignGenerator::3.0,PrimaryShape,2,Circle,Circle
AB::StreetSignGenerator::3.0,PrimaryShape,3,Ellipse,Ellipse
AB::StreetSignGenerator::3.0,PrimaryShape,4,Diamond,Diamond
AB::StreetSignGenerator::3.0,PrimaryShape,5,Triangle,Triangle
AB::StreetSignGenerator::3.0,PrimaryShape,6,Octagon,Octagon
AB::StreetSignGenerator::3.0,PrimaryShape,7,Traced,Traced
AB::StreetSignGenerator::3.0,PrimaryShape,8,Pictogram,Pictogram
AB::StreetSignGenerator::3.0,SecondarySet,0,Any,Any set
AB::StreetSignGenerator::3.0,SecondarySet,1,Highway_Signs_US,US Highway
AB::StreetSignGenerator::3.0,SecondarySet,2,Highway_Signs_International,Intl Highway
AB::StreetSignGenerator::3.0,SecondarySet,3,Symbol_Signs_Recreational,Recreational
AB::StreetSignGenerator::3.0,SecondarySet,4,Symbol_Signs_Transportation_01,Transportation 1
AB::StreetSignGenerator::3.0,SecondarySet,5,Symbol_Signs_Transportation_02,Transportation 2
AB::StreetSignGenerator::3.0,SecondarySet,6,International_Icons_Electronic_Labeling,Electronic
AB::StreetSignGenerator::3.0,SecondaryShape,0,Any,Any
AB::StreetSignGenerator::3.0,SecondaryShape,1,Rectangle,Rectangle
AB::StreetSignGenerator::3.0,SecondaryShape,2,Circle,Circle
AB::StreetSignGenerator::3.0,SecondaryShape,3,Ellipse,Ellipse
AB::StreetSignGenerator::3.0,SecondaryShape,4,Diamond,Diamond
AB::StreetSignGenerator::3.0,SecondaryShape,5,Triangle,Triangle
AB::StreetSignGenerator::3.0,SecondaryShape,6,Octagon,Octagon
AB::StreetSignGenerator::3.0,SecondaryShape,7,Traced,Traced
AB::StreetSignGenerator::3.0,SecondaryShape,8,Pictogram,Pictogram
AB::SubdivideLots::2.0,MethodChoice,0,0,Method 01
AB::SubdivideLots::2.0,MethodChoice,1,1,Method 02
AB::SubdivideLots::2.0,alignment,0,0,Longest Edge
AB::SubdivideLots::2.0,alignment,1,1,Bounding Box XZ
AB::TowerGenerator::1.0,GussetBevelsShape,0,none,None
AB::TowerGenerator::1.0,GussetBevelsShape,1,solid,Solid
AB::TowerGenerator::1.0,GussetBevelsShape,2,crease,Crease
AB::TowerGenerator::1.0,GussetBevelsShape,3,chamfer,Chamfer
AB::TowerGenerator::1.0,GussetBevelsShape,4,round,Round
AB::TrashCanGenerator::2.0,work_mode,0,0,Processing
AB::TrashCanGenerator::2.0,work_mode,1,1,Output
AB::UtilityPoleGenerator::3.0,WorkMode,0,0,Manual
AB::UtilityPoleGenerator::3.0,WorkMode,1,1,Script
AB::UtilityPoleGenerator::3.0,main_shape,0,0,Round
AB::UtilityPoleGenerator::3.0,main_shape,1,1,Square
AB::ValveGenerator::2.0,ValveType,0,0,Wall Mounted
AB::VentGenerator::2.0,VentStyle,0,0,Round
AB::VentGenerator::2.0,VentStyle,1,1,Square
AB::VentGenerator::2.0,VentStyle,2,2,Designed
AB::VentGenerator::2.0,filletshape,0,none,None
AB::VentGenerator::2.0,filletshape,1,solid,Solid
AB::VentGenerator::2.0,filletshape,2,crease,Crease
AB::VentGenerator::2.0,filletshape,3,chamfer,Chamfer
AB::VentGenerator::2.0,filletshape,4,round,Round
AB::VentGenerator::2.0,filletshape2,0,none,None
AB::VentGenerator::2.0,filletshape2,1,solid,Solid
AB::VentGenerator::2.0,filletshape2,2,crease,Crease
AB::VentGenerator::2.0,filletshape2,3,chamfer,Chamfer
AB::VentGenerator::2.0,filletshape2,4,round,Round
AB::VictorianHouses::1.1,RS_DoorStyle,0,0,Single Light
AB::VictorianHouses::1.1,RS_DoorStyle,1,1,Multi Light
AB::VictorianHouses::1.1,RS_DoorStyle,2,3,Paneled
AB::VictorianHouses::1.1,RS_HandleStyle,0,0,Knob
AB::VictorianHouses::1.1,RS_HandleStyle,1,1,Lever
AB::VictorianHouses::1.1,RS_HandleStyle,2,2,Knob Fancy
AB::VictorianHouses::1.1,RS_HandleStyle,3,,Lever Antique
AB::VictorianHouses::1.1,handle_side,0,0,Right
AB::VictorianHouses::1.1,handle_side,1,1,Left
AB::VictorianHouses::1.1,WindowShape4,0,0,Rectangle
AB::VictorianHouses::1.1,WindowShape4,1,1,Round Top
AB::VictorianHouses::1.1,WindowShape4,2,2,Bay
AB::VictorianHouses::1.1,WindowShape2,0,0,Rectangle
AB::VictorianHouses::1.1,WindowShape2,1,1,Round Top
AB::VictorianHouses::1.1,WindowShape2,2,2,Bay
AB::VictorianHouses::1.1,RoofStyle,0,0,Flat
AB::VictorianHouses::1.1,RoofStyle,1,1,Peaked
AB::WallDestructionSystem::1.0,xOrd,0,srt,Scale Rot Trans
AB::WallDestructionSystem::1.0,xOrd,1,str,Scale Trans Rot
AB::WallDestructionSystem::1.0,xOrd,2,rst,Rot Scale Trans
AB::WallDestructionSystem::1.0,xOrd,3,rts,Rot Trans Scale
AB::WallDestructionSystem::1.0,xOrd,4,tsr,Trans Scale Rot
AB::WallDestructionSystem::1.0,xOrd,5,trs,Trans Rot Scale
AB::WallDestructionSystem::1.0,rOrd,0,xyz,Rx Ry Rz
AB::WallDestructionSystem::1.0,rOrd,1,xzy,Rx Rz Ry
AB::WallDestructionSystem::1.0,rOrd,2,yxz,Ry Rx Rz
AB::WallDestructionSystem::1.0,rOrd,3,yzx,Ry Rz Rx
AB::WallDestructionSystem::1.0,rOrd,4,zxy,Rz Rx Ry
AB::WallDestructionSystem::1.0,rOrd,5,zyx,Rz Ry Rx
AB::WallDestructionSystem::1.0,pre_xform,0,clean,Clean Transform
AB::WallDestructionSystem::1.0,pre_xform,1,cleantrans,Clean Translates
AB::WallDestructionSystem::1.0,pre_xform,2,cleanrot,Clean Rotates
AB::WallDestructionSystem::1.0,pre_xform,3,cleanscales,Clean Scales
AB::WallDestructionSystem::1.0,pre_xform,4,extract,Extract Pre-transform
AB::WallDestructionSystem::1.0,pre_xform,5,reset,Reset Pre-transform
AB::WallDestructionSystem::1.0,lookup,0,off,Don't Use Up Vector
AB::WallDestructionSystem::1.0,lookup,1,on,Use Up Vector
AB::WallDestructionSystem::1.0,lookup,2,quat,Use Quaternions
AB::WallDestructionSystem::1.0,lookup,3,pos,Use Global Position
AB::WallDestructionSystem::1.0,lookup,4,obj,Use Up Object
AB::WallDestructionSystem::1.0,uparmtype,0,uniform,Uniform
AB::WallDestructionSystem::1.0,uparmtype,1,arc,Arc Length
AB::WaterTankGenerator::2.0,MaterialStyle,0,0,None
AB::WaterTankGenerator::2.0,MaterialStyle,1,1,Principled
AB::WaterTankGenerator::2.0,MaterialStyle,2,2,Unreal
AB::WaterTankGenerator::2.0,WaterTankStyle,0,0,Style One
AB::WaterTankGenerator::2.0,WaterTankStyle,1,1,Style Two
AB::WaterTankGenerator::2.0,GussetBevelsShape,0,none,None
AB::WaterTankGenerator::2.0,GussetBevelsShape,1,solid,Solid
AB::WaterTankGenerator::2.0,GussetBevelsShape,2,crease,Crease
AB::WaterTankGenerator::2.0,GussetBevelsShape,3,chamfer,Chamfer
AB::WaterTankGenerator::2.0,GussetBevelsShape,4,round,Round
AB::WindowGenerator::3.1,WindowShape,0,0,Rectangle
AB::WindowGenerator::3.1,WindowShape,1,1,Round Top
AB::WindowGenerator::3.1,WindowShape,2,2,Bay
AB::WindowGenerator::3.1,WIN_MaterialStyle,0,0,Pricipled
AB::WindowGenerator::3.1,WIN_MaterialStyle,1,1,Unreal
AB::WindowGenerator::3.1,WIN_MaterialStyle,2,2,Unity
AB::WindowGenerator::3.1,RectangularWindowType,0,0,Single
AB::WindowGenerator::3.1,RectangularWindowType,1,1,Split Vert
AB::WindowGenerator::3.1,RectangularWindowType,2,2,Split Horiz
AB::WindowGenerator::3.1,RectangularWindowType,3,3,1 left 2 right
AB::WindowGenerator::3.1,RectangularWindowType,4,4,2 Left 1 Right
AB::WindowGenerator::3.1,WindowStyleSingle,0,0,Casement
AB::WindowGenerator::3.1,WindowStyleSingle,1,1,Mullioned
AB::WindowGenerator::3.1,WindowStyleSingle,2,2,Awning
AB::WindowGenerator::3.1,WindowStyleSingle,3,3,Jalousie
AB::WindowGenerator::3.1,MulliuonStyle,0,0,Even
AB::WindowGenerator::3.1,MulliuonStyle,1,1,Edge
AB::WindowGenerator::3.1,filletshape,0,none,None
AB::WindowGenerator::3.1,filletshape,1,solid,Solid
AB::WindowGenerator::3.1,filletshape,2,crease,Crease
AB::WindowGenerator::3.1,filletshape,3,chamfer,Chamfer
AB::WindowGenerator::3.1,filletshape,4,round,Round
AB::WindowGenerator::3.1,WindowStyleSplitV,0,0,Gliding
AB::WindowGenerator::3.1,WindowStyleSplitV,1,1,Passthrough
AB::WindowGenerator::3.1,WindowStyleSplitH,0,0,Double Hung
AB::WindowGenerator::3.1,WindowStyleSplitH,1,1,Awning Top 
AB::WindowGenerator::3.1,WindowStyleSplitH,2,2,Awning Bottom
AB::WindowGenerator::3.1,SK_WinStyleSkyscraperRound,0,0,Single
AB::WindowGenerator::3.1,SK_WinStyleSkyscraperRound,1,1,Double
AB::WindowGenerator::3.1,RndWallfilletshape,0,none,None
AB::WindowGenerator::3.1,RndWallfilletshape,1,solid,Solid
AB::WindowGenerator::3.1,RndWallfilletshape,2,crease,Crease
AB::WindowGenerator::3.1,RndWallfilletshape,3,chamfer,Chamfer
AB::WindowGenerator::3.1,RndWallfilletshape,4,round,Round
AB::WindowGenerator::3.1,RndFrameFilletshape,0,none,None
AB::WindowGenerator::3.1,RndFrameFilletshape,1,solid,Solid
AB::WindowGenerator::3.1,RndFrameFilletshape,2,crease,Crease
AB::WindowGenerator::3.1,RndFrameFilletshape,3,chamfer,Chamfer
AB::WindowGenerator::3.1,RndFrameFilletshape,4,round,Round
AB::WoodFractue::1.0,xOrd,0,srt,Scale Rot Trans
AB::WoodFractue::1.0,xOrd,1,str,Scale Trans Rot
AB::WoodFractue::1.0,xOrd,2,rst,Rot Scale Trans
AB::WoodFractue::1.0,xOrd,3,rts,Rot Trans Scale
AB::WoodFractue::1.0,xOrd,4,tsr,Trans Scale Rot
AB::WoodFractue::1.0,xOrd,5,trs,Trans Rot Scale
AB::WoodFractue::1.0,rOrd,0,xyz,Rx Ry Rz
AB::WoodFractue::1.0,rOrd,1,xzy,Rx Rz Ry
AB::WoodFractue::1.0,rOrd,2,yxz,Ry Rx Rz
AB::WoodFractue::1.0,rOrd,3,yzx,Ry Rz Rx
AB::WoodFractue::1.0,rOrd,4,zxy,Rz Rx Ry
AB::WoodFractue::1.0,rOrd,5,zyx,Rz Ry Rx
AB::WoodFractue::1.0,pre_xform,0,clean,Clean Transform
AB::WoodFractue::1.0,pre_xform,1,cleantrans,Clean Translates
AB::WoodFractue::1.0,pre_xform,2,cleanrot,Clean Rotates
AB::WoodFractue::1.0,pre_xform,3,cleanscales,Clean Scales
AB::WoodFractue::1.0,pre_xform,4,extract,Extract Pre-transform
AB::WoodFractue::1.0,pre_xform,5,reset,Reset Pre-transform
AB::WoodFractue::1.0,lookup,0,off,Don't Use Up Vector
AB::WoodFractue::1.0,lookup,1,on,Use Up Vector
AB::WoodFractue::1.0,lookup,2,quat,Use Quaternions
AB::WoodFractue::1.0,lookup,3,pos,Use Global Position
AB::WoodFractue::1.0,lookup,4,obj,Use Up Object
AB::WoodFractue::1.0,uparmtype,0,uniform,Uniform
AB::WoodFractue::1.0,uparmtype,1,arc,Arc Length
AB::WoodPlankGenerator::1.0,UVStyle,0,0,Normal
AB::WoodPlankGenerator::1.0,UVStyle,1,1,Unity
AB::WoodPlankGenerator::1.0,UVStyle,2,2,Unreal
